cat_educacion,estado_laboral,familia,riq_inmob,ahorro,deuda,adq_ahorro2,adq_deuda2,adq_otro,ahorra_12m,consumo_ahorros,cred_inf,cred_form,cred_add,impago,ayudas,rechazo,semirechazo,nopiden,age,ID,year,inflacion_ok,interes_comp_ok,diversificacion_ok,weight,t_hipoteca,t_ppension_ind,t_ppension_emp,t_fondo_inv,t_acciones,t_prestamo,t_renta_fija,t_cuentas_depositos,adq_hipoteca,adq_ppension_ind,adq_ppension_emp,adq_fondo_inv,adq_acciones,adq_prest,adq_otros_act,adq_renta_fija,adq_cuentas_depositos,uso_cc,uso_ahorro_dep,venta_activos,prestamo_fam,prestamo_amig,tarjeta_cred,descubierto_auto,prest_garantia,linea_cred,prest_banc,prest_nobanc,otro_prest
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,30,7262,2022,1,1,0,1079.1466,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Desempleado,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,28,7263,2022,1,1,-1,4540.1143,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,37,7264,2022,1,1,0,11118.271,1,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,49,7265,2022,1,0,1,3182.051,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,7266,2022,1,1,1,6177.1958,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,45,7267,2022,1,1,-1,1641.8354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,41,7268,2022,1,1,1,750.24261,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,40,7269,2022,-1,-1,0,840.40344,1,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,48,7270,2022,1,0,1,10552.242,1,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,No posee residencia principal,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,28,7271,2022,1,0,-1,4007.3921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,7272,2021,1,1,1,2198.3594,0,0,-98,0,-98,0,-98,0,0,0,-98,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,7273,2022,0,0,1,4676.8101,0,-98,0,0,-98,0,-98,0,0,-98,0,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive con pareja,No posee residencia principal,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,35,7274,2022,0,1,1,12294.266,0,0,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,1,0,0,1,0,0,0,0,0,0,0,0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,52,7275,2022,1,0,0,2507.4023,1,1,0,0,0,1,-98,0,0,0,0,0,0,1,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,7276,2022,1,0,1,2063.2207,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Vive solo,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,7277,2021,1,1,1,4105.8193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,46,7278,2022,-1,1,0,1915.903,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,62,7279,2021,1,1,1,2587.5269,0,1,0,0,-98,1,0,0,0,0,0,0,-98,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,32,7280,2022,1,0,1,1199.504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Universidad,Asalariado,Vive solo,Solo residencia principal,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,44,7281,2022,1,1,1,2756.4214,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,53,7282,2021,1,-1,1,6705.6577,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Desempleado,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,7284,2022,1,0,0,7253.3223,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,7285,2022,0,0,0,9098.8955,0,-98,-98,-98,-98,0,-98,-98,0,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,38,7286,2022,1,0,1,7642.5947,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Otros adultos,Solo residencia principal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,56,7287,2021,-1,-1,0,8621.2002,0,0,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,1,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Asalariado,Vive solo,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,37,7288,2021,0,-1,1,3583.554,0,-98,-98,0,-98,0,0,0,0,-98,-98,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,47,7289,2022,0,0,1,735.26056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,26,7290,2021,1,0,1,6486.9766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Educación Secundaria,Jubilado,Vive con pareja,Solo residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,68,7291,2022,1,1,0,5791.8682,0,0,0,1,0,0,-98,0,0,0,0,1,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,45,7292,2022,1,1,1,1760.0702,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Otros adultos,No posee residencia principal,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,39,7293,2022,1,0,1,8421.3809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,35,7294,2022,1,0,0,7541.2021,1,0,-98,0,0,0,-98,0,0,0,-98,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,7295,2022,1,0,1,1039.451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,64,7297,2022,0,1,0,8706.1826,0,1,1,0,0,0,-98,0,0,0,1,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,7298,2021,0,1,1,4212.0107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Solo residencia principal,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,28,7299,2022,0,0,0,3557.2969,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,7300,2022,0,0,0,7056.9121,1,-98,-98,-98,-98,1,-98,-98,0,-98,-98,-98,-98,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Solo residencia principal,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,24,7301,2021,1,0,0,2676.3147,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,7302,2022,0,1,0,2433.1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Educación Secundaria,Otros inactivos,Vive con pareja,Residencia principal y otras,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,46,7303,2022,0,0,-1,3712.0408,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Vive con pareja,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,7304,2022,1,0,-1,4073.3682,0,0,1,0,0,-98,-98,-98,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,45,7306,2022,1,1,1,2953.5049,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive solo,No posee residencia principal,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,43,7307,2022,1,1,0,6700.105,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0
Universidad,Asalariado,Otros adultos,Solo residencia principal,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,45,7308,2022,0,0,0,6705.6577,1,1,0,0,0,1,1,-98,0,0,0,0,0,1,0,0,-98,0,0,0,1,0,0,0,0,0,0,0,0
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,72,7309,2022,1,1,0,3069.3909,1,-98,-98,-98,0,0,-98,0,1,-98,-98,-98,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,49,7310,2022,1,1,0,5650.7842,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Desempleado,Otros adultos,No posee residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7311,2022,1,0,1,6223.0649,0,0,0,0,-98,0,-98,0,0,0,0,0,-98,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive solo,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,7312,2022,0,0,1,1695.9076,0,0,1,-98,0,0,-98,-98,0,0,0,-98,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Desempleado,Vive con pareja,Residencia principal y otras,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,51,7313,2022,0,1,-1,5293.0366,0,0,0,0,0,0,-98,0,0,0,0,0,0,1,0,-98,0,0,1,0,1,0,0,0,0,0,1,0,0
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,43,7314,2022,0,1,1,3243.8643,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,1,0,0,0,0,0,0,0,0,0,0,0
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,60,7315,2022,1,1,1,2851.1252,1,1,0,0,0,0,-98,0,1,0,0,0,0,0,0,-98,0,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,7316,2022,1,1,1,5208.3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Jubilado,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,7317,2022,-1,-1,-1,1218.6704,0,0,0,-98,-98,0,-98,0,0,0,0,-98,-98,0,-98,-98,0,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Asalariado,Vive solo,No posee residencia principal,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,39,7318,2022,0,1,1,6814.126,0,-98,-98,-98,-98,0,-98,0,0,-98,-98,-98,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Otros adultos,Solo residencia principal,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,20,7319,2022,1,1,0,2312.2803,0,0,0,0,-98,0,1,0,0,0,0,0,-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7320,2022,1,1,0,3897.8469,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,57,7321,2022,1,0,-1,4058.7268,1,1,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Desempleado,Vive solo,No posee residencia principal,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,31,7322,2022,1,1,1,2776.8987,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,Solo residencia principal,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,53,7323,2022,1,0,1,5365.9678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Desempleado,Otros adultos,Solo residencia principal,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,25,7324,2021,1,1,0,3241.5784,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Vive solo,Solo residencia principal,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,65,7325,2021,1,0,0,6562.0391,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,7326,2021,0,-1,0,5668.7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,57,7327,2021,1,1,1,2430.4978,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Desempleado,Vive con pareja,Solo residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,47,7328,2022,1,-1,-1,2741.3113,1,0,0,0,-98,1,-98,0,0,0,0,0,-98,1,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,38,7329,2022,0,0,1,4351.9502,0,-98,-98,-98,-98,0,-98,-98,0,-98,-98,-98,-98,0,-98,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0
Educación Secundaria,Autónomo,Vive solo,Solo residencia principal,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,57,7330,2022,1,0,-1,8078.0981,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive con pareja,No posee residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,60,7331,2022,1,0,0,1368.9641,0,0,1,0,0,0,-98,0,0,0,1,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Otros adultos,Solo residencia principal,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,52,7332,2022,1,1,1,3401.7681,1,-98,0,0,-98,0,-98,-98,0,-98,0,0,-98,0,0,-98,-98,0,1,0,0,0,0,0,0,0,0,0,0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,43,7333,2022,1,1,1,2192.8604,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,37,7334,2022,1,1,0,3381.9688,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,7335,2022,0,1,0,2743.5811,0,0,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,1,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Autónomo,Vive con pareja,Solo residencia principal,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,61,7336,2022,-1,0,1,4258.6948,1,0,0,-98,0,1,-98,0,0,0,0,-98,0,0,0,-98,0,0,0,0,1,0,0,0,0,0,0,0,0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,62,7337,2022,1,1,1,6258.647,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Desempleado,Otros adultos,Residencia principal y otras,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,32,7338,2021,1,1,1,5208.3457,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,63,7339,2022,1,1,0,4748.6084,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,No posee residencia principal,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19,7340,2022,1,0,0,3851.8464,0,0,0,0,0,-98,-98,0,0,0,0,0,0,-98,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,42,7341,2022,1,1,1,750.24261,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67,7342,2022,1,1,0,721.50348,0,1,0,0,-98,0,-98,0,0,0,0,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72,7343,2021,1,1,0,5538.6372,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,7344,2022,1,1,1,3703.3279,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7345,2022,1,0,0,3202.6125,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7346,2022,1,0,1,5390.4087,1,-98,-98,-98,-98,0,0,-98,0,-98,-98,-98,-98,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,No posee residencia principal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,33,7347,2022,1,0,1,2776.6755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,7348,2021,1,1,1,7311.5518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Vive con pareja,No posee residencia principal,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,45,7349,2022,1,1,0,7245.7915,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,1,-98,0,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,78,7350,2021,1,0,1,2636.5742,1,-98,0,0,-98,0,-98,0,0,-98,0,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,64,7351,2022,1,1,1,2198.0681,0,1,1,0,0,0,-98,0,0,0,1,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,No posee residencia principal,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,53,7352,2022,0,-1,0,3277.0151,1,0,0,0,0,0,-98,0,0,0,0,0,0,0,1,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,45,7353,2022,1,1,1,3178.0273,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,7354,2022,-1,0,0,5605.2051,0,0,-98,0,-98,0,-98,0,0,0,-98,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,42,7355,2022,1,0,-1,2400.3083,1,1,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
