cat_educacion,estado_laboral,familia,riq_inmob,ahorro,deuda,adq_ahorro2,adq_deuda2,adq_otro,ahorra_12m,consumo_ahorros,cred_inf,cred_form,cred_add,impago,ayudas,rechazo,semirechazo,nopiden,age,ID,year,inflacion_ok,interes_comp_ok,diversificacion_ok,weight,t_hipoteca,t_ppension_ind,t_ppension_emp,t_fondo_inv,t_acciones,t_prestamo,t_renta_fija,t_cuentas_depositos,adq_hipoteca,adq_ppension_ind,adq_ppension_emp,adq_fondo_inv,adq_acciones,adq_prest,adq_otros_act,adq_renta_fija,adq_cuentas_depositos,uso_cc,uso_ahorro_dep,venta_activos,prestamo_fam,prestamo_amig,tarjeta_cred,descubierto_auto,prest_garantia,linea_cred,prest_banc,prest_nobanc,otro_prest
Educación Primaria,Jubilado,Vive solo,No posee residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,7356,2022,-1,-1,-1,2446.7585,0,0,-98,-98,-98,0,-98,-98,0,0,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,7357,2022,1,1,-1,500.31439,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,Solo residencia principal,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,46,7358,2022,1,1,-1,4168.874,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,21,7359,2022,1,1,0,1506.5674,0,0,0,1,-98,0,-98,0,0,0,0,1,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Vive con pareja,Solo residencia principal,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,64,7360,2022,0,1,1,4497.9429,-98,-98,-98,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,0,-98,0,1,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,42,7361,2021,1,0,0,11013.911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,67,7362,2022,1,1,1,1914.0238,0,0,0,0,0,1,-98,0,0,0,0,0,0,1,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7363,2022,0,1,-1,2467.3828,1,-98,-98,-98,-98,0,-98,0,0,-98,-98,-98,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,7364,2022,-1,1,1,7457.9155,0,0,0,0,-98,0,-98,-98,0,0,0,0,-98,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,29,7365,2022,1,1,0,8855.2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,52,7366,2022,1,1,1,2678.2224,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,7367,2022,1,0,1,4905.1001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,7368,2021,0,-1,1,4169.6465,0,0,0,0,-98,0,-98,0,0,0,0,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,7369,2022,1,0,1,3644.1519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,26,7370,2022,1,1,1,1145.6255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,7371,2022,0,0,0,4168.874,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,47,7372,2022,1,1,1,698.85297,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,52,7373,2022,1,1,1,1277.6716,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,49,7374,2022,0,0,-1,9215.6338,1,0,0,0,0,0,-98,0,0,0,0,0,0,0,1,-98,0,1,0,0,0,0,0,0,0,0,0,0,0
Educación Secundaria,Asalariado,Vive solo,No posee residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,7375,2022,1,-1,0,2830.8721,0,0,0,0,-98,0,-98,0,0,0,0,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Otros adultos,Solo residencia principal,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,7376,2022,1,0,-1,8858.0986,0,-98,-98,-98,-98,0,1,-98,0,-98,-98,-98,-98,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Autónomo,Otros adultos,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,20,7377,2021,1,0,1,5536.6626,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,44,7378,2022,1,1,1,5228.0957,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21,7379,2022,1,1,1,2803.4253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Otros adultos,No posee residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7380,2022,0,1,-1,2361.9329,0,0,-98,-98,-98,0,-98,-98,0,0,-98,-98,-98,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,32,7381,2022,0,-1,0,6371.9414,1,0,0,0,-97,1,0,0,1,0,0,0,0,1,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Vive con pareja,Solo residencia principal,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,45,7382,2022,1,0,0,2678.2224,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,49,7383,2022,1,1,1,3988.5188,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,53,7384,2022,1,1,1,4485.7876,0,1,1,0,0,0,-98,0,0,0,0,0,0,0,1,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,24,7385,2022,0,0,1,1586.845,0,-98,0,0,-98,-98,-98,-98,0,-98,0,0,-98,-98,-98,-98,-98,1,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,7386,2022,1,-1,1,10626.524,0,1,1,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,39,7387,2022,1,0,0,2712.5208,1,0,0,0,0,1,-98,0,0,0,0,0,0,1,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,7388,2021,0,0,0,6624.731,0,0,0,0,-98,0,-98,0,0,0,0,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Otros adultos,No posee residencia principal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,35,7389,2022,0,0,0,3595.0474,0,0,-98,0,-98,1,1,-98,0,0,-98,0,-98,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,7390,2022,1,-1,1,4692.1211,-98,-98,0,0,-98,-98,-98,0,-98,-98,0,0,-98,-98,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive con pareja,No posee residencia principal,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,34,7391,2022,1,1,1,4143.0244,0,-98,0,0,-98,0,-98,0,0,-98,0,0,-98,0,0,-98,0,1,0,0,1,0,0,0,0,0,0,0,0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,7392,2021,1,0,-1,4625.644,0,-98,-98,-98,-98,-98,-98,0,0,-98,-98,-98,-98,-98,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,24,7393,2021,1,1,1,4350.8042,0,0,0,0,-98,0,1,1,0,0,0,0,-98,0,0,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,30,7395,2021,1,1,1,6103.4019,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,7396,2021,0,0,0,6868.6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,35,7397,2022,1,1,1,11563.175,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,49,7398,2021,-1,0,0,9199.7676,-98,-98,-98,-98,-98,0,-98,0,-98,-98,-98,-98,-98,0,0,-98,0,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Asalariado,Vive solo,Solo residencia principal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,30,7399,2022,1,0,1,741.79401,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7400,2021,0,-1,0,920.34375,1,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,7401,2022,-1,0,-1,5048.895,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Asalariado,Otros adultos,Residencia principal y otras,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,38,7402,2022,0,1,0,3921.6453,1,0,0,-98,-98,0,0,0,0,0,0,-98,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Desempleado,Vive con pareja,No posee residencia principal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,62,7403,2021,0,0,1,5427.2026,0,-98,-98,-98,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,29,7404,2022,1,0,1,570.10315,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,42,7405,2021,1,0,1,5530.6055,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,41,7406,2022,1,1,1,2893.3413,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7407,2022,1,-1,0,9272.0,-98,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Vive con pareja,No posee residencia principal,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,37,7408,2022,1,1,1,7261.7153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Universidad,Autónomo,Vive con pareja,Solo residencia principal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,34,7409,2022,1,1,0,3580.7207,1,0,-98,-98,-98,0,0,0,0,0,-98,-98,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,53,7410,2022,1,1,-1,7478.2354,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,58,7411,2022,1,0,1,6010.583,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,60,7412,2021,0,0,0,6019.2803,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,7413,2022,1,1,1,2737.0044,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,27,7414,2021,0,0,0,3253.6729,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Otros adultos,No posee residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7415,2022,0,0,0,3595.0474,0,-98,-98,-98,-98,0,-98,-98,0,-98,-98,-98,-98,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,7416,2022,1,1,1,3545.2644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,52,7417,2022,1,0,0,3496.3516,1,1,0,1,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,7418,2022,1,-1,1,3838.5942,0,-98,-98,0,-98,-98,-98,0,0,-98,-98,0,-98,-98,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,58,7419,2022,1,0,-1,4245.7217,1,1,1,0,0,0,-98,0,1,0,1,0,0,0,1,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Jubilado,Vive solo,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,63,7420,2022,1,1,-1,2780.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Desempleado,Vive solo,No posee residencia principal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48,7421,2022,0,0,0,2904.522,-98,-98,-98,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,0,-98,0,0,0,0,1,0,0,0,0,0,0,0,0
Educación Primaria,Asalariado,Otros adultos,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,7423,2022,1,1,1,2765.4077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Otros adultos,Solo residencia principal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,66,7424,2021,1,1,1,8207.5811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7425,2022,0,0,1,730.41071,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,28,7426,2021,1,0,0,4341.8491,0,0,-98,-98,-98,0,-98,-98,0,0,-98,-98,-98,0,1,-98,-98,1,0,0,1,0,0,0,0,0,0,0,0
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,7427,2022,-1,0,0,8962.8213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,52,7428,2022,1,1,0,2435.6738,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,63,7429,2022,1,0,0,3115.0554,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,18,7430,2021,1,0,0,2743.0776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,41,7431,2022,-1,1,0,3894.5662,1,0,0,0,0,0,1,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,52,7432,2021,1,1,1,6820.8057,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Desempleado,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,51,7433,2022,1,1,1,4751.4175,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,7434,2021,1,-1,0,9705.2207,0,0,0,-98,-98,0,0,0,0,0,0,-98,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,50,7435,2022,0,1,0,3178.0273,0,1,1,1,0,0,-98,0,0,0,1,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,7436,2021,1,0,0,2677.3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77,7437,2021,1,-1,0,2773.6318,-98,-98,-98,-98,-98,-98,1,-98,-98,-98,-98,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,7438,2021,1,0,0,8994.8066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Otros adultos,Residencia principal y otras,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,63,7439,2021,1,0,1,3889.7876,0,1,0,1,0,1,-98,0,0,1,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,7440,2021,1,0,0,4350.8042,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,7441,2021,1,1,0,5583.9365,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,67,7442,2021,1,0,1,3834.0635,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Autónomo,Vive con pareja,No posee residencia principal,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,37,7443,2022,0,1,1,4750.7783,-98,0,-98,-98,-98,0,-98,0,-98,0,-98,-98,-98,1,1,-98,0,0,0,0,0,0,0,0,0,0,0,0,0
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,39,7444,2022,1,0,1,5378.9585,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,37,7445,2021,1,1,1,6740.4468,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,No posee residencia principal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29,7447,2022,1,1,0,4064.5845,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
