i0900_1;i0900_2;i0900_3;i0900_4;i0900_5;fi0900;i0700_1;i0700_2;i0700_3;i0700_4;i0700_5;fi0700;j0700_1;j0700_2;j0700_3;j0700_4;j0700_5;fj0700;j0500_1;j0500_2;j0500_3;j0500_4;j0500_5;fj0500;i0300_1;i0300_2;i0300_3;i0300_4;i0300_5;fi0300;j1300_1;j1300_2;j1300_3;j1300_4;j1300_5;fj1300;weight;ID
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;978.61469;459.42661;525.34998;872.39978;497.64761;1;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;4481.7358;5487
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;542.5;542.5;542.5;542.5;542.5;0;-98;-98;-98;-98;-98;-98;3;2;4;1;3;1;10914.693;5488
80;72.572639;80;80;80;1;293;293;293;293;293;0;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6628.0439;5489
70;70;70;70;70;0;1900;1900;1900;1900;1900;0;3000;3000;3000;3000;3000;0;1200;1200;1200;1200;1200;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;6358.2549;5490
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2441.2715;5491
75;75;75;75;75;0;58;58;58;58;58;0;1000;1000;1000;1000;1000;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2164.8958;5492
20;20;20;20;20;0;186;186;186;186;186;0;500;500;500;500;500;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3231.0596;5493
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;10000;10000;10000;10000;10000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;7535.687;5494
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1505.589;5495
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3108.3564;5496
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;377.45151;490.3605;511.3071;521.33557;713.90973;1;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2600.5388;5497
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;5023.0854;5498
60;60;60;60;60;0;401.45651;569.67688;300.8418;398.84601;209.09891;1;0;0;0;0;0;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2328.45;5499
40;40;40;40;40;0;400;400;400;400;400;0;1000;1000;1000;1000;1000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;2192.8604;5500
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;57;57;57;57;57;0;386.23599;324.30191;335.79221;336.66891;243.0136;1;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;9286.7021;5501
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;279.66309;229.675;238.1725;212.1886;254.73061;1;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;6747.1333;5502
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;150;150;150;150;150;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;5617.2114;5503
100;100;100;100;100;0;296;296;296;296;296;0;1100;1100;1100;1100;1100;0;450;450;450;450;450;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1543.3199;5504
90;90;90;90;90;0;365;365;365;365;365;0;2000;2000;2000;2000;2000;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;9259.4697;5505
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;6000;6000;6000;6000;6000;0;1298.006;331.633;681.12811;440.62759;484.83231;1;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;3578.6057;5506
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;600;600;600;600;600;0;200;200;200;200;200;0;300;300;300;300;300;0;1;1;1;1;1;0;11024.144;5507
-98;-98;-98;-98;-98;-98;500;500;500;500;500;0;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;7310.1807;5508
80;80;80;80;80;0;1050;1050;1050;1050;1050;0;3500;3500;3500;3500;3500;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;7605.749;5509
100.7343;100;100;100;100;1;600;600;600;600;600;0;400;400;400;400;400;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;2164.8958;5510
80;80;80;80;80;0;560;560;560;560;560;0;1500;1500;1500;1500;1500;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;7181.5464;5511
80;80;80;80;80;0;227.4915;211.7619;255.9025;244.7083;285.50021;1;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;5916.0669;5512
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4903.7305;5513
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;200;200;200;200;200;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1543.3199;5514
80;80;80;80;80;0;500;500;500;500;500;0;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1220.2644;5515
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;450;450;450;450;450;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;2980.5361;5516
80;80;80;80;80;0;629;629;629;629;629;0;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;7044.0762;5517
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;38;38;38;38;38;0;3;3;3;3;3;0;2409.958;5518
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;382.2059;471.63629;479.5976;454.77921;236.3632;1;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;5931.1411;5519
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;173.60001;173.60001;173.60001;173.60001;173.60001;0;350;350;350;350;350;0;1;1;1;1;1;0;2731.0461;5520
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;564.20001;564.20001;564.20001;564.20001;564.20001;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4902.9023;5521
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;2006.5758;5522
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4515.4453;5523
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3009.3894;5524
70;70;70;70;70;0;320;320;320;320;320;0;0;0;0;0;0;0;700;700;700;700;700;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;5715.6382;5525
100;100;100;100;100;0;300;300;300;300;300;0;1700;1700;1700;1700;1700;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2676.4705;5526
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;900;900;900;900;900;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3572.6868;5527
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1200;1200;1200;1200;1200;0;400;400;400;400;400;0;460;460;460;460;460;0;3;3;3;3;3;0;4119.1504;5528
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4000;4000;4000;4000;4000;0;1519;1519;1519;1519;1519;0;1100;1100;1100;1100;1100;0;3;3;3;3;3;0;6740.4468;5529
95;95;95;95;95;0;350;350;350;350;350;0;1920;1920;1920;1920;1920;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1591.7944;5530
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;3524.7698;5531
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;150;150;150;150;150;0;500;500;500;500;500;0;3;3;3;3;3;0;2520.6379;5532
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1302;1302;1302;1302;1302;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3072.1458;5533
80;80;80;80;80;0;855;855;855;855;855;0;600;600;600;600;600;0;900;900;900;900;900;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;7261.7153;5534
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;700;700;700;700;700;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;907.53729;5535
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;709.19171;5536
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;303.79999;303.79999;303.79999;303.79999;303.79999;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2436.542;5537
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;100;100;100;100;100;0;200;200;200;200;200;0;1;1;1;1;1;0;2487.0505;5538
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;173.60001;173.60001;173.60001;173.60001;173.60001;0;300;300;300;300;300;0;1;1;1;1;1;0;8724.9658;5539
90;90;90;90;90;0;400;400;400;400;400;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1182.0232;5540
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;260.39999;260.39999;260.39999;260.39999;260.39999;0;300;300;300;300;300;0;1;1;1;1;1;0;7418.4033;5541
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4000;4000;4000;4000;4000;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;7999.7012;5542
100;100;100;100;100;0;730;730;730;730;730;0;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;1134.0337;5543
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1149.9126;5544
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;8265.624;5545
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3071.4053;5546
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;600;600;600;600;600;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;5771.7935;5547
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;200;200;200;200;200;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;10831.166;5548
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;250;250;250;250;250;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;1860.0266;5549
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;150;150;150;150;150;0;260.39999;260.39999;260.39999;260.39999;260.39999;0;570;570;570;570;570;0;3;3;3;3;3;0;3229.9297;5550
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2783.5581;5551
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3071.1841;163.8855;153.43539;0;380.84659;1;351.66779;306.17319;607.70288;933.44269;461.86179;1;-98;-98;-98;-98;-98;-98;1;1;1;3;4;1;2290.981;5552
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;80;80;80;80;80;0;380;380;380;380;380;0;3;3;3;3;3;0;2418.3809;5553
40;40;40;40;40;0;1000;1000;1000;1000;1000;0;800;800;800;800;800;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2959.4673;5554
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;800;800;800;800;800;0;5;5;5;5;5;0;6103.4019;5555
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;600;600;600;600;600;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3904.0886;5556
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;4828.2881;5557
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;7000;7000;7000;7000;7000;0;1500;1500;1500;1500;1500;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;6677.5957;5558
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;300;300;300;300;300;0;300;300;300;300;300;0;3;3;3;3;3;0;3664.3413;5559
80;80;80;80;80;0;490;490;490;490;490;0;4000;4000;4000;4000;4000;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;12727.358;5560
50;50;50;50;50;0;380;380;380;380;380;0;3000;3000;3000;3000;3000;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;6806.499;5561
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;838.15698;210.26199;224.5062;117.6057;1642.88;1;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;9033.833;5562
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;260;260;260;260;260;0;260.39999;260.39999;260.39999;260.39999;260.39999;0;450;450;450;450;450;0;3;3;3;3;3;0;1848.3314;5563
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3339.2109;5564
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;400;400;400;400;400;0;600;600;600;600;600;0;3;3;3;3;3;0;5731.002;5565
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;651;651;651;651;651;0;310;310;310;310;310;0;2;2;2;2;2;0;3368.5383;5566
70;70;70;70;70;0;500;500;500;500;500;0;250;250;250;250;250;0;650;650;650;650;650;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3174.0627;5567
100;100;100;100;100;0;424;424;424;424;424;0;600;600;600;600;600;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3390.2207;5568
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;5782.7886;5569
80;80;80;80;80;0;500;500;500;500;500;0;500;500;500;500;500;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1424.8131;5570
-98;-98;-98;-98;-98;-98;600;600;600;600;600;0;80;80;80;80;80;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;5483.626;5571
80;80;80;80;80;0;350;350;350;350;350;0;1800;1800;1800;1800;1800;0;260.39999;260.39999;260.39999;260.39999;260.39999;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3243.8643;5572
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1200;1200;1200;1200;1200;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1028.0995;5573
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;8086.3569;5574
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1915.9424;5575
90;90;90;90;90;0;322;322;322;322;322;0;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1568.6903;5576
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;400;400;400;400;400;0;200;200;200;200;200;0;3;3;3;3;3;0;6364.0029;5577
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;254.20711;0;175.11031;170.8134;230.56;1;200;200;200;200;200;0;535;535;535;535;535;0;2;1;1;2;3;1;4620.4971;5578
100;100;100;100;100;0;400;400;400;400;400;0;3500;3500;3500;3500;3500;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;2989.4526;5579
-98;-98;-98;-98;-98;-98;153;153;153;153;153;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;14108.372;5580
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;5450.5098;5581
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1218.6704;5582
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;7000;7000;7000;7000;7000;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;4183.5181;5583
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;347.20001;347.20001;347.20001;347.20001;347.20001;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3492.3325;5584
100;100;100;100;100;0;300;300;300;300;300;0;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;13506.558;5585
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3536.7368;5586
100;100;100;100;100;0;715;715;715;715;715;0;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;3277.0151;5587
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3269.543;5588
100;100;100;100;115.5451;1;400;400;400;400;400;0;0;0;0;0;0;0;382.43839;391.99438;488.6489;792.06653;115.5659;1;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;8159.0942;5589
80;80;80;80;80;0;1750;1750;1750;1750;1750;0;10000;10000;10000;10000;10000;0;1200;1200;1200;1200;1200;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;6967.2676;5590
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4000;4000;4000;4000;4000;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2891.3733;5591
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;1000.1673;5592
80;80;80;80;80;0;325;325;325;325;325;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;8266.0889;5593
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;788.60193;5594
-98;-98;-98;-98;-98;-98;285;285;285;285;285;0;0;0;0;0;0;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;9700.2158;5595
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;150;150;150;150;150;0;1085;1085;1085;1085;1085;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2961.6331;5596
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;1171.532;1112.8831;1137.39;1134.428;1157.087;1;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;3481.625;5597
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;220;220;220;220;220;0;350;350;350;350;350;0;250;250;250;250;250;0;4;4;4;4;4;0;3236.0593;5598
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1916.6641;5599
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;100;100;100;100;100;0;135;135;135;135;135;0;1;1;1;1;1;0;11772.828;5600
65;65;65;65;65;0;987;987;987;987;987;0;8200;8200;8200;8200;8200;0;531.44843;648.08691;634.57001;532.91968;574.50763;1;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;613.6795;5601
120;120;120;120;120;0;195;195;195;195;195;0;0;82.73291;0;297.94821;2502.8711;1;464.01901;850.16827;252.49651;770.10089;237.12579;1;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1901.2777;5602
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;9259.4697;5603
80;80;80;80;80;0;420;420;420;420;420;0;1200;1200;1200;1200;1200;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;5335.5293;5604
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1500;1500;1500;1500;1500;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;9098.8955;5605
65;65;65;65;65;0;750;750;750;750;750;0;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;8084.9043;5606
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;100;100;100;100;100;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3446.0994;5607
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;968.50751;505.44681;305.58661;694.52142;344.7951;1;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;8496.2021;5608
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;50;50;50;50;50;0;600;600;600;600;600;0;400;400;400;400;400;0;2;2;2;2;2;0;11563.175;5609
80;80;80;80;80;0;408;408;408;408;408;0;3373.8081;0;0;0;0;1;347.20001;347.20001;347.20001;347.20001;347.20001;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3589.5847;5610
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;600;600;600;600;600;0;3;3;3;3;3;0;4225.6089;5611
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1200;1200;1200;1200;1200;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2680.9824;5612
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;500;500;500;500;500;0;1302;1302;1302;1302;1302;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;12890.102;5613
100;100;100;100;100;0;300;300;300;300;300;0;500;500;500;500;500;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1499.7527;5614
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;12000;12000;12000;12000;12000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6990.918;5615
100;100;100;100;100;0;667;667;667;667;667;0;7000;7000;7000;7000;7000;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2756.4214;5616
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;347.20001;347.20001;347.20001;347.20001;347.20001;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;5328.8027;5617
60;60;60;60;60;0;300;300;300;300;300;0;500;500;500;500;500;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;937.46954;5618
33.752239;92.564339;75.852432;80;42.512691;1;2500;2500;2500;2500;2500;0;2500;2500;2500;2500;2500;0;1085;1085;1085;1085;1085;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;7347.9458;5619
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1762.5991;5620
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;400;400;400;400;400;0;1;1;1;1;1;0;2875.5713;5621
-98;-98;-98;-98;-98;-98;605;605;605;605;605;0;500;500;500;500;500;0;606.33148;678.90363;625.57233;666.06897;683.26428;1;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2638.3406;5622
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1500;1500;1500;1500;1500;0;120;120;120;120;120;0;170;170;170;170;170;0;1;1;1;1;1;0;5457.9497;5623
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1500;1500;1500;1500;1500;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;6052.4858;5624
